topic,question,ticker,datetime,odds_text,odds_value,volume,rules_summary,current_value_type
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-20 20:00,87.00% chance,87.0,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-20 23:00,89.00% chance,89.0,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-21 00:00,90.03% chance,90.03,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-21 01:00,87.00% chance,87.0,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-21 05:00,87.00% chance,87.0,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-21 07:00,88.00% chance,88.0,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-21 13:00,88.00% chance,88.0,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-21 15:00,88.00% chance,88.0,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-21 16:00,88.00% chance,88.0,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-21 18:00,88.00% chance,88.0,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-21 22:00,88.00% chance,88.0,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-21 23:00,88.00% chance,88.0,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-22 02:00,88.00% chance,88.0,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-22 05:00,89.30% chance,89.3,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-22 06:00,87.03% chance,87.03,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-22 07:00,89.00% chance,89.0,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-22 13:00,89.00% chance,89.0,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-22 14:00,89.00% chance,89.0,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-22 15:00,89.75% chance,89.75,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-22 16:00,91.23% chance,91.23,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-22 17:00,91.93% chance,91.93,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-22 19:00,89.95% chance,89.95,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-22 20:00,92.15% chance,92.15,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-22 21:00,89.89% chance,89.89,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-22 22:00,73.90% chance,73.9,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-22 23:00,75.28% chance,75.28,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-23 00:00,99.00% chance,99.0,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,What will TSLA say on their next earnings call?,KXEARNINGSMENTIONTSLA,2025-04-23 01:00,99.00% chance,99.0,"$144,678 vol","If Cybertruck is said by any TSLA representative during their next earnings call (including the Q+A), then the market resolves to Yes. Outcome verified from Bloomberg and The Motley Fool.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2024-11-21 05:00,37.49% chance,37.49,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2024-11-22 05:00,37.28% chance,37.28,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2024-11-23 05:00,38.00% chance,38.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2024-11-25 05:00,39.36% chance,39.36,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2024-11-26 05:00,33.00% chance,33.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2024-11-30 05:00,41.00% chance,41.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2024-12-01 05:00,41.00% chance,41.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2024-12-03 05:00,29.92% chance,29.92,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2024-12-07 05:00,37.67% chance,37.67,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2024-12-10 05:00,28.31% chance,28.31,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2024-12-13 05:00,29.00% chance,29.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2024-12-14 05:00,38.91% chance,38.91,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2024-12-17 05:00,38.86% chance,38.86,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2024-12-20 05:00,39.00% chance,39.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2024-12-29 05:00,38.80% chance,38.8,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-01-23 05:00,35.92% chance,35.92,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-01-24 05:00,36.00% chance,36.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-01-27 05:00,36.00% chance,36.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-02-03 05:00,29.00% chance,29.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-02-04 05:00,36.00% chance,36.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-02-09 05:00,34.94% chance,34.94,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-02-13 05:00,35.00% chance,35.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-02-14 05:00,35.00% chance,35.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-03-06 05:00,29.00% chance,29.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-03-26 04:00,25.00% chance,25.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-05-01 04:00,18.77% chance,18.77,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-05-02 04:00,27.00% chance,27.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-06-12 04:00,17.00% chance,17.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-06-21 04:00,24.00% chance,24.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-07-24 04:00,13.00% chance,13.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-07-29 04:00,20.00% chance,20.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-09-06 04:00,19.00% chance,19.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-09-10 04:00,12.68% chance,12.68,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-09-15 04:00,11.43% chance,11.43,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-09-18 04:00,18.00% chance,18.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-09-19 04:00,18.90% chance,18.9,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-09-21 04:00,20.00% chance,20.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-09-22 04:00,20.00% chance,20.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-09-24 04:00,23.10% chance,23.1,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-09-27 04:00,24.00% chance,24.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-09-30 04:00,25.00% chance,25.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-10-04 04:00,37.41% chance,37.41,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-10-06 04:00,34.00% chance,34.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-10-07 04:00,36.00% chance,36.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-10-08 04:00,34.00% chance,34.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-10-10 04:00,45.00% chance,45.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-10-11 04:00,34.00% chance,34.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-10-18 04:00,55.32% chance,55.32,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-10-21 04:00,38.68% chance,38.68,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-10-22 04:00,39.41% chance,39.41,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-10-23 04:00,39.00% chance,39.0,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
TSLA,When will Elon Musk become a trillionaire?,KXMUSKTRILLION,2025-10-24 04:00,40.11% chance,40.11,"$83,892 vol","If Elon Musk has a net worth more than $1 trillion before Jan 1, 2029, then the market resolves to Yes. Outcome verified from Forbes.",unknown
